node1,node2
9525,11432
9525,21037
159,17984
11244,17984
754,17984
977,17984
983,17984
1007,17984
1112,17984
1123,17984
1271,17984
1387,17984
1634,17984
1638,17984
1891,17984
2209,17984
2218,17984
2245,17984
2345,17984
2355,17984
2824,17984
2942,17984
3040,17984
3046,17984
3073,17984
3097,17984
3242,17984
3328,17984
3447,17984
3499,17984
11775,17984
3839,17984
4097,17984
4560,17984
4579,17984
4689,17984
4964,17984
5073,17984
9456,17984
5451,17984
5847,17984
6160,17984
4747,17984
6361,17984
6441,17984
6486,17984
6628,17984
7094,17984
7198,17984
7209,17984
7361,17984
7827,17984
15110,17984
8216,17984
8482,17984
8524,17984
8869,17984
8883,17984
8896,17984
9284,17984
9294,17984
9319,17984
16467,17984
9504,17984
13104,17984
9784,17984
9939,17984
10391,17984
10666,17984
17984,19792
10749,17984
11341,17984
11617,17984
11698,17984
11756,17984
11885,17984
12408,17984
12464,17984
12496,17984
12524,17984
9571,17984
12936,17984
12937,17984
13311,17984
13386,17984
13325,17984
13415,17984
5513,17984
14234,17984
14249,17984
14379,17984
14605,17984
14678,17984
14847,17984
14966,17984
15085,17984
15096,17984
15236,17984
15239,17984
15243,17984
15951,17984
7567,17984
16198,17984
16609,17984
16799,17984
16866,17984
16977,17984
14659,17984
17171,17984
17258,17984
17364,17984
17402,17984
17783,17984
17956,17984
17984,20343
17984,21367
17984,19810
17984,19992
17984,19820
17984,19455
17984,18054
17984,18550
17984,19303
17984,20922
17984,22375
11376,17984
17984,20252
17984,19347
17984,20586
84,17984
17984,19027
17984,21496
17984,19551
10576,17984
17984,19573
17984,20539
17984,21533
17984,22248
17984,18777
7641,17984
19,330
19,1773
19,18886
19,10681
19,701
19,4064
19,15172
19,11003
19,20923
330,12899
330,6344
330,19666
330,1230
330,8674
6671,9184
481,1773
897,1773
1773,17818
1773,9233
1773,16370
1773,3469
1773,2567
1773,11676
1773,21325
1773,5985
1773,14694
1773,12798
1773,7525
1773,14124
1773,10123
1773,7584
1773,10959
1773,4670
7427,18886
306,18886
7475,18886
356,18886
574,18886
909,18886
916,18886
1194,18886
1360,18886
1372,18886
2365,18886
2433,18886
2543,18886
2639,18886
2860,18886
11676,18886
2990,18886
3066,18886
3342,18886
3919,18886
4064,18886
4737,18886
4784,18886
5768,18886
6202,18886
6219,18886
6562,18886
6347,18886
1053,18886
6493,18886
6703,18886
18581,18886
6994,18886
7269,18886
8038,18886
8274,18886
5107,18886
8579,18886
9178,18886
9246,18886
9262,18886
9287,18886
9352,18886
9446,18886
9663,18886
9761,18886
9784,18886
9797,18886
5372,18886
10126,18886
10231,18886
11278,18886
11427,18886
11472,18886
11818,18886
11846,18886
12071,18886
12288,18886
10047,18886
2071,18886
12654,18886
12677,18886
12912,18886
13649,18886
13690,18886
13787,18886
14132,18886
14500,18886
14608,18886
14802,18886
14963,18886
14981,18886
15188,18886
2929,18886
15830,18886
6116,18886
15961,18886
16574,18886
16851,18886
17112,18886
17154,18886
17212,18886
17357,18886
17458,18886
18502,18886
18529,18886
1917,18886
18886,21013
18886,20960
18886,21303
18886,21671
18886,21114
18886,19437
18886,19325
18886,20059
18886,21975
4839,10681
49,701
110,701
197,701
221,701
325,701
406,701
495,701
497,701
531,701
634,701
664,701
686,701
688,701
701,8703
701,7602
701,9073
701,8030
701,12091
701,9077
701,15330
701,20345
701,21023
701,2110
701,12684
701,14278
701,11211
701,5775
701,8044
701,19787
701,8482
701,18569
701,12141
701,11954
701,11899
701,7007
701,3540
701,7010
701,22107
701,1271
701,12250
701,13619
701,2819
701,2474
701,10515
701,19651
701,3549
701,8749
701,12839
701,20376
701,21054
701,7033
701,4242
701,20708
701,1442
701,11932
701,12827
701,1449
701,7474
701,3579
701,4950
701,15729
701,5667
701,5668
701,4601
701,20402
701,14669
701,11602
701,4958
701,21315
701,6052
701,18617
701,18676
701,16842
701,3933
701,18273
701,2242
701,20414
701,12677
701,2885
701,4283
701,16512
701,14697
701,18283
701,2543
701,21793
701,12500
701,11195
701,19021
701,10249
701,6735
701,20293
701,19028
701,13184
701,18971
701,12572
701,8467
701,10588
701,6407
701,9506
701,10972
701,21496
701,829
701,14790
701,14729
701,20083
701,8727
701,11657
701,8917
701,7797
701,13589
701,20465
701,11892
701,19393
701,9927
701,1288
701,18865
701,12022
701,16916
701,13751
701,18411
701,20821
701,10636
701,21536
701,13421
701,5856
701,861
701,16927
701,9325
701,11352
701,17348
701,12757
701,19981
701,18720
701,21329
701,19778
701,11703
701,22267
701,8015
701,2964
701,18003
701,15142
701,6111
701,8197
701,13435
701,20493
701,13777
701,9248
701,2126
701,16594
701,3697
701,13443
701,7162
701,18384
701,11603
701,15088
701,6130
701,7874
701,16609
701,21570
701,21572
701,12399
701,11045
701,1235
701,2992
701,3712
701,17999
701,18760
701,13083
701,10685
701,5573
701,1244
701,15300
701,19815
701,902
701,21581
701,1592
701,12088
701,12410
701,7892
701,13122
701,1654
701,8934
701,21224
701,920
701,12426
701,9152
701,4064
701,19092
701,22081
701,1964
701,1969
701,9359
701,21955
701,18436
701,1620
701,6517
701,18245
701,937
701,14500
701,1988
701,11973
701,16660
701,18040
701,9315
701,9052
701,8272
701,7780
701,7553
701,14371
701,3400
701,13166
701,18169
701,13512
701,16340
701,13879
701,4441
701,19515
701,17924
701,21981
701,10400
701,17387
701,15961
701,21639
701,15592
701,14191
701,3423
701,4122
701,9342
701,14532
701,11230
701,16357
701,6215
701,15246
701,13025
701,5925
701,14897
701,4608
701,19885
701,16708
701,6568
701,14713
701,12165
701,7257
701,4471
701,18012
701,3783
701,12521
701,4825
701,10989
701,9488
701,11487
701,12177
701,18291
701,13916
701,6245
701,6930
701,15277
701,12866
701,14916
701,9373
701,5899
701,7770
701,2837
701,21685
701,18515
701,11500
701,7241
701,9294
701,14240
701,20314
701,11507
701,11737
701,14579
701,8005
701,14243
701,10815
701,17099
701,16400
701,12203
701,10824
701,10466
701,13245
701,14247
701,4203
701,11705
701,9059
701,14955
701,19943
701,2047
701,17108
701,11873
701,17111
701,10836
347,4064
391,4064
916,4064
3043,4064
3735,4064
4064,7269
4064,15755
4064,20059
4064,21750
4064,18828
4064,11846
4064,5372
4064,18581
4064,9287
3821,4064
4064,12896
4064,9339
4064,10805
4064,14981
4064,9104
4064,12071
4064,17983
4064,7502
4064,6219
4064,19493
4064,13309
4064,18527
4064,6696
4064,11189
4064,9262
4064,21787
4064,8057
4064,9905
4064,11472
4064,4737
4064,19691
4064,15425
4064,10231
2047,4064
4064,12569
4064,7353
4064,17212
4064,18573
4064,15188
464,15172
5806,15172
4652,15172
11559,15172
88,11003
138,11003
200,11003
224,11003
343,11003
398,11003
550,11003
554,11003
707,11003
720,11003
731,11003
4657,11003
842,11003
977,11003
1047,11003
1109,11003
1271,11003
1438,11003
1450,11003
1602,11003
1624,11003
1654,11003
1945,11003
2318,11003
2340,11003
2445,11003
2515,11003
2545,11003
2655,11003
2805,11003
2822,11003
2950,11003
9163,11003
3088,11003
3160,11003
3198,11003
3242,11003
3377,11003
3423,11003
3476,11003
3520,11003
3564,11003
3769,11003
3838,11003
3906,11003
3966,11003
4117,11003
4286,11003
4342,11003
4357,11003
4579,11003
4793,11003
4804,11003
11003,11978
4825,11003
11003,11982
4864,11003
4978,11003
5025,11003
5129,11003
5504,11003
5681,11003
11003,12280
5808,11003
5828,11003
5897,11003
5946,11003
6132,11003
6189,11003
6357,11003
6483,11003
6530,11003
6550,11003
6594,11003
6815,11003
6838,11003
6843,11003
6862,11003
6908,11003
6972,11003
7033,11003
7444,11003
11003,18957
7622,11003
7720,11003
7776,11003
7788,11003
7838,11003
7844,11003
7888,11003
2869,11003
7952,11003
8133,11003
8181,11003
8221,11003
8353,11003
8392,11003
8500,11003
8646,11003
11003,11719
8700,11003
11003,14049
8905,11003
11003,16433
9180,11003
9294,11003
11003,15612
9487,11003
11003,12776
9554,11003
9585,11003
11003,13268
9683,11003
9777,11003
11003,14098
9842,11003
9905,11003
11003,14978
9986,11003
10066,11003
9152,11003
10466,11003
10498,11003
10501,11003
10562,11003
10604,11003
10616,11003
10661,11003
11003,19232
11003,11507
11003,12276
10948,11003
10990,11003
11003,12936
11003,12058
11003,11879
11003,16770
11003,19092
11003,11723
11003,16602
11003,11553
11003,15682
11003,14790
11003,17138
8519,11003
11003,15527
11003,12953
11003,15703
11003,11700
11003,14640
11003,17516
11003,19457
11003,16466
9818,11003
11003,16816
11003,17525
11003,15535
11003,12647
11003,20538
11003,20710
11003,20392
11003,13661
11003,17121
11003,19314
11003,15183
11003,17274
11003,13568
11003,17545
2148,11003
11003,21079
11003,17018
11003,17707
11003,14905
11003,14371
11003,19623
11003,12285
11003,20373
11003,15957
11003,19001
11003,11802
11003,17202
11003,12679
11003,17209
11003,13175
11003,19522
11003,19870
11003,16851
11003,20259
11003,19877
11003,14194
11003,15512
11003,17740
9370,11003
11003,18657
11003,18971
11003,13172
11003,21810
11003,19501
11003,22007
11003,21996
10970,11003
11003,20281
11003,19733
11003,20544
6236,11003
11003,21724
11003,11999
11003,20027
11003,21129
9488,11003
11003,20083
11003,15623
11003,19041
11003,16548
11003,14264
11003,19198
11003,11657
11003,22161
8335,11003
11003,18860
11003,21361
11003,11661
11003,20589
11003,15278
11003,13735
11003,11149
11003,18690
11003,22243
11003,11502
11003,11045
11003,21148
11003,19928
11003,21438
11003,12869
11003,22438
11003,14966
11003,12188
11003,21277
11003,19405
11003,16638
11003,15481
11003,16567
6567,11003
11003,19085
11003,14941
11003,20136
11003,13245
11003,19245
11003,17296
11003,13536
11003,15259
6276,11003
11003,16389
11003,16271
11003,11334
11003,11165
11003,17457
11003,11158
11003,16053
11003,22092
20582,20923
3663,20923
4693,20923
7595,20923
10152,20923
16034,20923
18475,20923
18911,20923
19477,20923
19854,20923
7029,20923
20076,20923
20923,21366
20923,22147
20,364
114,364
364,2613
364,1293
364,8028
364,15494
364,6040
364,448
364,12057
364,709
364,3415
364,8153
364,10355
364,4891
364,11228
364,4843
364,11808
364,7868
364,15865
364,5054
364,2109
364,14250
364,1490
364,19711
364,8161
364,10061
364,8220
364,14032
364,14789
364,8132
364,17932
364,3517
364,3705
364,5292
364,3622
364,18029
364,7249
364,13806
364,6136
364,17852
364,21289
364,18012
364,11053
364,18750
364,14293
364,18296
364,8318
364,18219
364,5991
364,3357
364,9807
364,12525
364,992
364,5628
364,1328
364,5272
364,7362
364,16099
364,18227
364,14827
364,11666
364,13591
364,20462
364,14385
364,18328
364,11853
364,12012
364,16079
364,10181
364,2055
364,22041
364,4592
364,17758
364,5496
364,21731
364,760
364,17089
364,17787
364,7454
364,18874
364,5542
364,11592
364,1121
364,20525
364,6608
364,1454
364,7529
364,4420
364,13141
364,21160
364,1705
364,18729
364,20995
364,17798
364,3697
364,11701
364,4016
364,9659
364,19496
364,14588
364,15317
364,14851
364,4117
364,17996
364,14592
364,15947
364,10368
364,15134
364,4177
364,6699
364,20565
364,9593
364,16485
364,9319
364,20237
364,17813
364,21338
364,3451
364,2961
364,12086
364,14103
364,19779
364,20147
364,1559
364,8470
1901,7427
916,7427
7427,7502
6219,7427
6173,7427
7427,19493
7427,18527
7427,21787
4320,7427
7427,17212
7427,8038
7427,8057
3342,7427
2416,7427
3821,7427
7427,15543
7427,12169
7427,10126
436,7427
4045,7427
6686,7427
7427,10231
7427,17357
6696,7427
7427,14249
347,7427
7427,9905
7427,9151
7427,13530
1710,7427
7427,15188
4246,7427
7427,9104
72,1901
94,1901
1901,22374
133,1901
1047,1901
1087,1901
1119,1901
1901,12224
1901,9074
1901,7083
1901,5064
1901,17299
1901,11966
1901,6473
1901,16768
1901,18825
1901,21371
1901,2444
1901,12280
1901,6102
1901,12500
1901,14249
1901,8994
1901,6993
1901,3867
1901,9784
1901,6481
1901,5183
1901,11125
1901,5019
1901,5748
1901,17231
1901,10578
1901,17697
1901,6137
1901,14209
1901,3073
1901,6116
1901,4897
1901,21212
1901,13300
1901,17148
1901,14685
1901,19377
1901,17051
1901,20696
1901,21588
1901,15012
1901,5623
1901,7026
1901,6045
1901,22177
1901,19137
1901,12254
1901,11761
1901,13649
1901,16902
1901,12372
1901,3374
1901,6107
1901,12896
1901,3965
1901,7911
1901,4249
1901,12740
1901,19063
1901,9389
1901,1979
1901,16741
1901,22443
1901,8606
1901,4678
1901,17099
1901,20319
1901,5212
1901,15579
1901,12458
1901,21356
1901,19685
1901,5926
1901,17020
1901,20734
1901,17811
1901,12912
1901,3229
1901,21088
347,916
916,13309
916,2929
916,18527
916,6696
916,15425
916,8057
916,11472
916,20538
916,3564
916,8038
916,14981
916,9104
916,9663
391,7502
1194,7502
2870,7502
3043,7502
4045,7502
4246,7502
5099,7502
7502,12169
6173,7502
6219,7502
6686,7502
7502,10231
7502,20059
7502,21787
7502,15425
1431,7502
7502,15760
3821,7502
7502,9761
7502,8038
7502,9339
7502,17357
7502,8367
7502,9104
7502,13530
7502,12071
6696,7502
2416,7502
7502,9905
7502,9151
7502,15820
7502,15188
347,6219
2422,6219
3043,6219
6219,12169
6219,14469
6219,10126
6219,6696
3821,6219
6219,12836
2416,6219
6219,9339
6219,18527
6219,9905
6219,14981
6219,9151
6219,9104
347,6173
2990,6173
3043,6173
1710,6173
4246,6173
4737,6173
4786,6173
6173,18828
5800,6173
6173,12169
6173,7269
6173,13690
6173,7562
6173,11846
6173,9663
6173,6202
6173,8038
6173,11771
6173,14043
6173,17357
6173,6696
1917,6173
6173,9104
6173,13530
6173,19493
6173,18527
6173,17848
6173,21787
6173,21085
2416,6173
6173,11472
6173,21975
6173,18573
6173,8879
6173,9905
6173,6703
6173,15188
347,19493
3043,19493
18828,19493
6686,19493
8038,19493
3821,19493
9104,19493
9339,19493
9905,19493
6696,19493
13530,19493
2416,19493
15188,19493
15425,19493
16296,19493
17357,19493
18527,19493
356,18527
391,18527
1063,18527
1710,18527
4045,18527
18527,18828
12169,18527
8057,18527
3821,18527
9104,18527
10231,18527
12071,18527
6696,18527
13530,18527
2416,18527
15188,18527
2929,18527
15425,18527
15543,18527
15760,18527
17357,18527
18527,21787
347,21787
2990,21787
3043,21787
3115,21787
18828,21787
8038,21787
3821,21787
9151,21787
9339,21787
9905,21787
10079,21787
10126,21787
12071,21787
6696,21787
12677,21787
13530,21787
2416,21787
14981,21787
15188,21787
2929,21787
15830,21787
17357,21787
4320,15425
2416,4320
4320,21114
347,15425
1063,15425
1194,15425
3043,15425
3564,15425
4045,15425
4737,15425
15425,18828
12169,15425
6686,15425
8038,15425
3821,15425
9104,15425
9151,15425
9339,15425
9905,15425
10126,15425
10231,15425
6696,15425
2416,15425
2929,15425
15425,17357
391,17212
12169,17212
3821,17212
9104,17212
9151,17212
9339,17212
12071,17212
15188,17212
17212,21750
17212,19956
1063,8038
2365,8038
1710,8038
4045,8038
4246,8038
8038,18828
6686,8038
8038,9784
2929,8038
6696,8038
8038,21671
8038,8057
2416,8038
8038,10126
8038,9905
8038,9104
8038,13530
8038,15543
347,8057
3043,8057
8057,18828
8057,12169
7161,8057
6696,8057
5372,8057
8057,10126
8057,19437
8057,13530
8057,12071
8057,9104
148,3342
356,3342
436,3342
1360,3342
3342,11496
2433,3342
3066,3342
3342,12288
3342,7269
3342,6544
3342,14608
3342,13649
3342,10047
3342,11846
3342,15830
3342,15756
3342,18581
3342,15758
3342,6202
3342,8579
3342,20070
3342,9761
3342,11771
3342,14043
3342,12654
1917,3342
3342,14981
3342,19437
3342,6994
3342,9507
3342,13309
3342,3896
3342,5212
3342,18529
3342,6562
3342,9797
3342,3564
3342,9352
3342,5768
3342,11427
3342,4737
3342,19691
3342,21975
3342,10266
3342,11472
3342,18573
3342,6493
3342,9262
3342,6703
3342,15961
3342,20740
3342,14963
323,2416
347,2416
496,2416
2416,11363
1063,2416
1194,2416
1330,2416
2416,3043
2416,3066
2416,3269
2416,3735
2416,4045
2416,5212
2416,18828
2416,6686
2416,3821
2416,8883
2416,9104
2416,9151
2416,9339
2416,9905
2416,10231
2416,12071
2416,6696
2416,10707
2416,20059
2416,19757
2416,19347
2416,15543
2416,15918
2416,2929
2416,19691
2416,20758
2416,18906
2416,17117
347,3821
391,3821
1063,3821
3043,3821
3821,4045
3821,18828
3821,5768
3821,12169
3821,6686
3821,8021
3821,10231
3821,20059
3821,5372
3821,15760
3821,19347
3821,15543
3821,9339
3821,17357
3821,9104
3821,13530
3821,12071
3821,6696
3821,10126
3821,9905
3821,9151
3821,15188
3821,19956
2990,15543
3043,15543
9104,15543
9905,15543
6696,15543
1063,12169
3043,12169
12169,18828
6686,12169
10231,12169
5372,12169
12169,15760
10126,12169
12169,20059
12169,21975
9905,12169
9339,12169
12169,17357
6696,12169
9151,12169
12169,13530
12071,12169
9104,12169
3043,10126
9104,10126
9151,10126
9339,10126
9905,10126
6696,10126
10126,13530
10126,15188
436,1330
436,4656
436,13487
436,2673
436,14124
436,18448
436,19691
436,4897
436,14249
436,5768
436,9377
436,496
436,904
436,8813
436,7556
436,5176
436,12000
436,4249
436,10208
436,1508
436,20818
347,4045
3043,4045
4045,6696
4045,18828
4045,9104
47,6686
347,6686
356,6686
391,6686
1063,6686
2870,6686
3043,6686
6686,18828
5836,6686
6686,15760
6686,19347
6686,15918
6686,11273
6686,9905
6686,9339
6686,7731
6686,10294
6686,8735
6686,20228
6686,15403
6686,15188
6686,7843
6686,19135
6686,6696
6686,9151
6686,9275
6686,19507
6686,17117
6686,22164
347,1063
388,1063
391,1063
1063,1330
1063,20059
1063,20319
1063,13727
1063,6696
1063,3043
1063,2595
1063,9905
1063,12814
1063,17357
1063,10364
1063,12071
1063,5361
1063,15188
1063,9104
1063,9151
7475,10231
347,10231
391,10231
538,10231
1535,10231
3564,10231
4737,10231
9104,10231
9339,10231
9905,10231
10231,12288
2929,10231
6696,10231
10231,15760
10231,16660
10231,19691
10231,21282
10231,14694
10231,15188
347,17357
391,17357
1194,17357
2078,17357
3043,17357
3089,17357
17357,18828
6661,17357
8367,17357
9104,17357
9151,17357
9339,17357
9905,17357
6696,17357
12288,17357
13149,17357
13530,17357
14981,17357
16408,17357
16458,17357
17357,17848
17357,18537
17357,20559
17357,18906
347,6696
1194,6696
2543,6696
3043,6696
3935,6696
1710,6696
4246,6696
4737,6696
6696,18828
6696,9104
6696,9151
6696,9339
6696,9905
5372,6696
6696,10724
6696,11846
2929,6696
6696,18159
6696,15188
789,14249
1213,14249
1339,14249
1387,14249
1393,14249
1508,14249
1921,14249
2750,14249
3004,14249
3491,14249
4068,14249
14249,19377
4656,14249
5212,14249
9377,14249
5400,14249
6011,14249
7083,14249
10718,14249
10745,14249
10849,14249
11550,14249
4897,14249
12204,14249
7042,14249
13487,14249
14249,14685
14249,17299
14249,15156
14249,18772
14249,21473
14249,19001
14249,16352
14249,16915
14249,16741
14249,22443
14249,21334
14249,20818
14249,20319
14249,20822
6116,14249
14249,18409
14249,17863
14249,17422
14249,15871
347,590
347,9905
347,4246
347,3066
347,9104
347,18828
347,13530
347,1710
1194,9905
3043,9905
3270,9905
1710,9905
4737,9905
9905,18828
9104,9905
9151,9905
9339,9905
9905,13690
9905,15760
9905,13530
9905,17848
2929,9905
9905,10724
9905,15188
9151,11363
7628,9151
9151,18828
8367,9151
9104,9151
9151,20059
9151,20758
9151,12071
9151,15188
9151,14383
3043,13530
13530,18828
6264,13530
9104,13530
9339,13530
13530,18730
13530,17848
1710,3043
1710,9104
3043,15188
11846,15188
15188,19347
15188,17848
3043,4246
4246,18828
4246,9104
356,9104
1194,9104
2377,9104
3043,9104
3630,9104
9104,18828
5768,9104
1431,9104
7680,9104
7735,9104
8367,9104
9104,12288
5372,9104
9104,19347
9104,9339
9104,12071
9104,21013
2929,9104
9104,10294
9104,17117
9104,12247
9104,16408
9104,19507
22,4106
22,6540
22,14467
22,3964
22,10633
22,21325
22,14179
22,15129
22,4670
22,4794
22,7470
22,14027
22,10959
22,15868
22,10393
22,897
22,11816
22,21221
22,481
22,1189
22,11488
897,17818
904,17818
1189,17818
1600,17818
4670,17818
2567,17818
11609,17818
3416,17818
4106,17818
4794,17818
6144,17818
6166,17818
6540,17818
7470,17818
7685,17818
8767,17818
9036,17818
9669,17818
9233,17818
2843,17818
9759,17818
9786,17818
10123,17818
16650,17818
10644,17818
10959,17818
11816,17818
12465,17818
10633,17818
13935,17818
14027,17818
14093,17818
14181,17818
14348,17818
14467,17818
14860,17818
15129,17818
15690,17818
7436,17818
7525,17818
16370,17818
16448,17818
17818,21325
17818,21132
17818,19144
17818,18066
17818,22186
17818,18294
10393,17818
17818,18214
17818,18769
17818,21057
481,4106
897,4106
1600,4106
4106,11609
4106,9786
4106,18294
4106,10633
4106,16898
4106,9669
4106,5215
4106,10123
4106,16479
4106,14027
4106,11816
4106,10959
4106,13935
897,6540
1286,6540
1600,6540
4670,6540
6540,11609
3707,6540
6540,8482
6540,9786
6540,15690
6540,21325
6540,15020
6540,10123
6540,7470
6540,16370
6540,14348
6540,10393
6540,18066
6540,10959
407,14467
897,14467
1600,14467
4670,14467
2567,14467
3416,14467
4794,14467
12877,14467
7470,14467
9689,14467
14467,16650
10959,14467
10633,14467
13935,14467
14027,14467
14093,14467
14348,14467
7525,14467
14467,22381
14467,15258
14467,15868
14467,19144
14467,15342
14467,16448
14467,16370
14467,19077
10393,14467
14467,17531
7436,14467
7265,14467
783,3964
2124,3964
2289,3964
2908,3964
3829,3964
3964,17032
3964,14205
3964,21486
3964,6319
3964,9358
3964,17238
3964,18016
3964,8256
3964,17607
3964,18307
3964,21676
3964,21229
3964,15850
3964,17733
3964,4044
3964,15894
897,10633
1600,10633
10633,11609
4794,10633
5215,10633
9036,10633
9669,10633
10633,11816
10633,14027
10633,15868
10633,21325
10633,15258
7265,10633
10633,21221
10633,15342
481,15690
897,15690
1600,15690
4670,15690
2567,15690
11609,15690
4794,15690
5215,15690
252,15690
6166,15690
7470,15690
7580,15690
7584,15690
8767,15690
9036,15690
9233,15690
2843,15690
9786,15690
10123,15690
10959,15690
11488,15690
11816,15690
14027,15690
14093,15690
14348,15690
15258,15690
15342,15690
15690,21132
15690,19144
15690,18105
15690,18066
10393,15690
15690,16370
15690,18769
15690,21057
173,21325
897,21325
1078,21325
1303,21325
1705,21325
1964,21325
4670,21325
2567,21325
11609,21325
3290,21325
3416,21325
4288,21325
4434,21325
4794,21325
8572,21325
5431,21325
12877,21325
6587,21325
6702,21325
7470,21325
7703,21325
8255,21325
8629,21325
9233,21325
9554,21325
9590,21325
2843,21325
9689,21325
9786,21325
9988,21325
10252,21325
9160,21325
10398,21325
16650,21325
10717,21325
10783,21325
10959,21325
11193,21325
11816,21325
11879,21325
11999,21325
12106,21325
12461,21325
12704,21325
9957,21325
13707,21325
5632,21325
13935,21325
14093,21325
14179,21325
14623,21325
15038,21325
8400,21325
15129,21325
15143,21325
15342,21325
16133,21325
7436,21325
16370,21325
21211,21325
10241,21325
16960,21325
17056,21325
17386,21325
17455,21325
17784,21325
18066,21325
18577,21325
18769,21325
10393,21325
19144,21325
19415,21325
19877,21325
20566,21325
20888,21325
21057,21325
21224,21325
21325,22381
7265,21325
21325,22229
21325,22438
1189,14179
4670,14179
2323,14179
3416,14179
8327,14179
14179,16650
7436,14179
14179,18066
14179,14348
14179,19144
248,15129
793,15129
1600,15129
4670,15129
2740,15129
4388,15129
5215,15129
5431,15129
2843,15129
15129,17297
10475,15129
15129,16650
11199,15129
11488,15129
11816,15129
12768,15129
15129,22381
7525,15129
15129,17526
15129,18666
15129,20744
173,4670
897,4670
1169,4670
1189,4670
4670,21057
4670,4794
4670,10123
4670,19144
2567,4670
4670,22186
4670,10393
4670,11609
4670,11816
4670,13935
4670,16960
4670,12450
4670,9786
4670,9659
4670,18066
4670,5215
2843,4670
4670,6552
4670,7584
4670,18214
4670,14027
4670,14860
4670,7470
4670,16370
4670,6144
4670,10959
2474,4670
4670,18856
3311,4670
4670,14348
4670,5316
4670,21221
4670,6926
481,4794
897,4794
1189,4794
4794,11609
3797,4794
4794,5215
4794,10685
4794,7470
4794,14027
4794,16370
4794,9036
4794,22381
897,5215
1189,5215
1600,5215
2567,5215
5215,11609
3625,5215
3668,5215
5215,12847
5215,21057
5215,16370
5215,19144
5215,6166
252,5215
5215,10393
5215,15868
5215,8767
5215,22186
5215,11816
5215,15342
5215,15206
5215,16650
5215,12357
5215,9669
5215,7265
2843,5215
5215,7584
5215,18214
5215,21120
5215,14027
5215,13935
5215,10644
5215,18066
5215,18769
5215,12957
5215,9036
5215,5316
5215,14348
5215,11488
897,7470
1189,7470
1600,7470
2567,7470
7470,11609
252,7470
6166,7470
7470,9786
7470,11816
7470,10123
7470,13294
7470,19144
5443,7470
7470,18214
7470,21120
7470,14027
7470,16370
7470,19973
7470,15468
7470,18066
7470,15258
7470,11488
897,14027
1600,14027
2242,14027
2567,14027
11609,14027
10694,14027
4926,14027
9036,14027
9786,14027
11816,14027
14027,15868
14027,18066
14027,14348
897,10959
1189,10959
1600,10959
2567,10959
252,10959
6345,10959
7584,10959
8767,10959
9786,10959
10123,10959
10959,22381
10959,21057
10959,19144
10959,22186
10959,16868
10959,11816
10959,13935
10393,10959
10959,21120
10959,16370
7436,10959
10959,18856
10959,14348
897,11609
1189,11609
1600,11609
2567,11609
11609,21057
11609,21132
11609,14093
11609,19144
11609,20033
6166,11609
11609,14348
10393,11609
8767,11609
11609,18066
5431,11609
11609,13935
9786,11609
11609,18294
3625,11609
11609,19499
11609,14860
7436,11609
9036,11609
5316,11609
11609,21221
11609,19954
11488,11609
15868,16650
407,10393
481,10393
897,10393
1047,10393
1189,10393
4899,10393
5835,10393
9786,10393
10123,10393
10393,11488
10393,14348
10393,15206
10393,15258
10393,16133
7436,10393
10393,19144
10393,14598
10393,22381
897,1600
897,14181
897,6587
897,22381
897,5187
897,10949
897,21057
897,16960
897,21132
897,2843
897,19144
897,19263
897,20983
897,9036
897,6144
897,2846
252,897
897,2567
897,8767
897,13416
897,7580
897,15206
897,1619
897,7584
897,4907
897,13935
897,16650
897,18294
897,22186
897,10644
897,2018
897,5316
897,14093
897,16330
897,15342
897,18214
897,9233
897,7525
897,14860
897,16370
897,1189
897,17297
897,18769
897,7265
897,21221
897,14348
897,20117
1600,11816
2567,11816
3416,11816
5316,11816
6587,11816
9233,11816
2843,11816
10123,11816
11816,16650
11816,15342
7525,11816
11816,18214
11816,16448
11816,14860
11816,16370
11816,14348
11816,18294
11816,18066
11816,21221
11816,22381
11816,13935
1189,21221
1600,21221
1722,21221
7909,21221
9786,21221
149,481
184,481
248,481
481,5502
481,22381
481,11022
481,12139
481,17567
481,5692
481,12302
481,22186
481,18112
481,17579
481,1052
481,4132
481,18564
481,7887
481,16370
481,15812
481,17951
481,21215
481,13119
481,19468
481,509
481,1856
481,17867
481,20454
481,12793
481,10705
481,19228
481,15381
481,10197
481,4764
481,20320
481,7041
481,7307
481,18010
481,9359
481,21245
481,15391
481,19155
481,22054
481,9003
481,10112
481,20901
481,4421
481,2237
481,15039
481,8266
481,8963
481,11254
481,10466
481,8188
481,10644
481,22063
481,19947
481,14598
481,10475
481,11959
481,3579
481,5840
481,16936
481,3312
481,4926
481,688
1189,5981
1189,5316
1189,19144
1189,18214
1189,13935
1189,14348
1189,18066
1189,2567
1189,15206
1189,7265
1189,21057
4264,11488
407,11488
1599,11488
2567,11488
3009,11488
3668,11488
4729,11488
2843,11488
11488,16650
11488,18818
11488,21132
11488,17941
11488,15020
11488,11999
11488,15258
11488,19144
7436,11488
11488,19077
11488,22186
11488,14174
11488,17909
11488,22381
23,19678
23,6457
141,6763
247,6763
1339,6763
4547,6763
4564,6763
4728,6763
4842,6763
4992,6763
6763,9692
5721,6763
6106,6763
6763,13597
6763,11104
6763,12724
6763,7800
6763,22329
6763,14522
6763,18924
6763,17393
6763,19621
