segment_id,wellbore_chev_no_id,area_id,formation_id,bit_model_id,drillbit_size,min_depth,max_depth,surface_weight_on_bit,surface_rpm
wellbore_chev_no_16_826,wellbore_chev_no_16,area_0,formation_91,bit_model_38,10.625,24780,24808.5,25.84620742,141.9482759
wellbore_chev_no_16_827,wellbore_chev_no_16,area_0,formation_91,bit_model_38,10.625,24810,24839.5,19.54999979,132.5166667
wellbore_chev_no_16_828,wellbore_chev_no_16,area_0,formation_91,bit_model_38,10.625,24840,24869.5,18.68200038,130.9833333
wellbore_chev_no_16_829,wellbore_chev_no_16,area_0,formation_94,bit_model_38,10.625,24870,24899.5,24.82466742,143.4166667
wellbore_chev_no_16_830,wellbore_chev_no_16,area_0,formation_93,bit_model_38,10.625,24900,24929.5,36.30500126,159
wellbore_chev_no_16_831,wellbore_chev_no_16,area_0,formation_93,bit_model_38,10.625,24930,24959.5,28.80700137,159
wellbore_chev_no_16_832,wellbore_chev_no_16,area_0,formation_93,bit_model_38,10.625,24960,24989.5,31.58266741,159
wellbore_chev_no_16_833,wellbore_chev_no_16,area_0,formation_93,bit_model_38,10.625,24990,25019.5,34.21516616,158.9833333
wellbore_chev_no_16_834,wellbore_chev_no_16,area_0,formation_93,bit_model_38,10.625,25020,25049.5,25.79149885,147.4
wellbore_chev_no_16_835,wellbore_chev_no_16,area_0,formation_93,bit_model_38,10.625,25050,25079.5,25.15949912,138.5166667
wellbore_chev_no_16_836,wellbore_chev_no_16,area_0,formation_93,bit_model_38,10.625,25080,25109.5,26.44716695,139.1
wellbore_chev_no_16_837,wellbore_chev_no_16,area_0,formation_93,bit_model_38,10.625,25110,25139.5,17.54316649,139.2666667
wellbore_chev_no_16_838,wellbore_chev_no_16,area_0,formation_93,bit_model_38,10.625,25140,25169.5,20.13733201,139.15
wellbore_chev_no_16_839,wellbore_chev_no_16,area_0,formation_93,bit_model_38,10.625,25170,25199.5,25.55883274,139.2166667
wellbore_chev_no_16_840,wellbore_chev_no_16,area_0,formation_93,bit_model_38,10.625,25200,25229.5,21.73816729,141.3333333
wellbore_chev_no_16_841,wellbore_chev_no_16,area_0,formation_93,bit_model_38,10.625,25230,25259.5,17.77966641,160.2333333
wellbore_chev_no_16_842,wellbore_chev_no_16,area_0,formation_93,bit_model_38,10.625,25260,25289.5,17.88413771,159.7758621
wellbore_chev_no_16_843,wellbore_chev_no_16,area_0,formation_93,bit_model_38,10.625,25290,25319.5,21.18666724,149.95
wellbore_chev_no_16_844,wellbore_chev_no_16,area_0,formation_93,bit_model_38,10.625,25320,25349.5,17.77933348,139.2333333
wellbore_chev_no_16_845,wellbore_chev_no_16,area_0,formation_101,bit_model_38,10.625,25350,25379.5,22.31749935,140.5333333
wellbore_chev_no_16_846,wellbore_chev_no_16,area_0,formation_101,bit_model_38,10.625,25380,25409.5,24.52966693,142
wellbore_chev_no_16_847,wellbore_chev_no_16,area_0,formation_101,bit_model_38,10.625,25410,25439.5,27.17766603,142
wellbore_chev_no_16_848,wellbore_chev_no_16,area_0,formation_100,bit_model_38,10.625,25440,25469.5,23.39033394,140
wellbore_chev_no_16_849,wellbore_chev_no_16,area_0,formation_102,bit_model_38,10.625,25470,25499.5,24.64181668,139.2363636
wellbore_chev_no_16_850,wellbore_chev_no_16,area_0,formation_102,bit_model_38,10.625,25500,25529.5,30.66833347,133.65
wellbore_chev_no_16_851,wellbore_chev_no_16,area_0,formation_102,bit_model_38,10.625,25530,25559.5,13.89649127,141.4912281
wellbore_chev_no_16_852,wellbore_chev_no_16,area_0,formation_105,bit_model_38,10.625,25560,25589.5,25.45360098,129.3022678
wellbore_chev_no_16_853,wellbore_chev_no_16,area_0,formation_105,bit_model_38,10.625,25590,25619.5,31.19722401,136.6666217
wellbore_chev_no_16_854,wellbore_chev_no_16,area_0,formation_105,bit_model_38,10.625,25620,25649.5,27.69812039,138.6576743
wellbore_chev_no_16_855,wellbore_chev_no_16,area_0,formation_106,bit_model_38,10.625,25650,25679.5,26.25734163,135.6183652
wellbore_chev_no_16_856,wellbore_chev_no_16,area_0,formation_106,bit_model_38,10.625,25680,25709.5,16.65678197,135.1456827
wellbore_chev_no_16_857,wellbore_chev_no_16,area_0,formation_236,bit_model_38,10.625,25710,25739.5,18.87621582,139.3371452
wellbore_chev_no_16_858,wellbore_chev_no_16,area_0,formation_236,bit_model_38,10.625,25740,25753.5,9.090376561,121.1905221
wellbore_chev_no_19_158,wellbore_chev_no_19,area_0,formation_237,bit_model_10,26,4741.5,4769.5,6.362081672,61.72423813
wellbore_chev_no_19_159,wellbore_chev_no_19,area_0,formation_237,bit_model_10,26,4770,4776.5,7.109414651,61.72682219
wellbore_chev_no_19_160,wellbore_chev_no_19,area_0,formation_237,bit_model_10,26,4806.5,4809,5.866068363,61.70753098
wellbore_chev_no_19_161,wellbore_chev_no_19,area_0,formation_237,bit_model_10,26,4846.5,4859.5,11.65532444,81.15463963
wellbore_chev_no_19_162,wellbore_chev_no_19,area_0,formation_237,bit_model_10,26,4860,4889.5,12.21864515,81.31703633
wellbore_chev_no_19_163,wellbore_chev_no_19,area_0,formation_237,bit_model_10,26,4890,4919.5,15.21004822,81.32060457
wellbore_chev_no_19_164,wellbore_chev_no_19,area_0,formation_237,bit_model_10,26,4920.5,4942.5,6.321228522,81.29283509
wellbore_chev_no_19_166,wellbore_chev_no_19,area_0,formation_237,bit_model_10,26,4980,5009.5,12.27221982,81.0435545
wellbore_chev_no_19_167,wellbore_chev_no_19,area_0,formation_237,bit_model_10,26,5010,5039.5,16.1231451,81.25575625
wellbore_chev_no_19_168,wellbore_chev_no_19,area_0,formation_237,bit_model_10,26,5040,5069.5,11.13717703,81.20738745
wellbore_chev_no_19_169,wellbore_chev_no_19,area_0,formation_237,bit_model_10,26,5070,5099.5,8.772587132,81.2176239
wellbore_chev_no_19_170,wellbore_chev_no_19,area_0,formation_237,bit_model_10,26,5100,5129.5,12.48536812,81.20713081
wellbore_chev_no_19_171,wellbore_chev_no_19,area_0,formation_237,bit_model_10,26,5130,5159.5,14.15517934,81.2135165
wellbore_chev_no_19_172,wellbore_chev_no_19,area_0,formation_237,bit_model_10,26,5160,5189.5,14.80201731,81.10345515
wellbore_chev_no_19_173,wellbore_chev_no_19,area_0,formation_237,bit_model_10,26,5190,5219.5,8.205298276,81.19631248
wellbore_chev_no_19_174,wellbore_chev_no_19,area_0,formation_237,bit_model_10,26,5220,5249.5,11.36173531,81.16362368
wellbore_chev_no_19_175,wellbore_chev_no_19,area_0,formation_237,bit_model_10,26,5250,5279.5,18.44495288,81.12946242
wellbore_chev_no_19_176,wellbore_chev_no_19,area_0,formation_237,bit_model_10,26,5280,5309.5,21.41315913,81.12702878
wellbore_chev_no_19_177,wellbore_chev_no_19,area_0,formation_237,bit_model_10,26,5310,5339.5,9.679213532,81.13189015
wellbore_chev_no_19_178,wellbore_chev_no_19,area_0,formation_237,bit_model_10,26,5340,5369.5,14.55064214,81.07251612
wellbore_chev_no_19_179,wellbore_chev_no_19,area_0,formation_237,bit_model_10,26,5370,5399.5,16.46047432,81.07350598
wellbore_chev_no_19_180,wellbore_chev_no_19,area_0,formation_237,bit_model_10,26,5400,5429.5,17.60065847,81.14039185
wellbore_chev_no_19_181,wellbore_chev_no_19,area_0,formation_237,bit_model_10,26,5430,5459.5,18.60100549,81.08518587
wellbore_chev_no_19_182,wellbore_chev_no_19,area_0,formation_237,bit_model_10,26,5460,5489.5,12.55524441,81.14533712
wellbore_chev_no_19_183,wellbore_chev_no_19,area_0,formation_237,bit_model_10,26,5490,5519.5,11.83450196,81.13544723
wellbore_chev_no_19_184,wellbore_chev_no_19,area_0,formation_237,bit_model_10,26,5520,5549.5,19.14956724,81.11448771
wellbore_chev_no_19_185,wellbore_chev_no_19,area_0,formation_237,bit_model_10,26,5550,5579.5,25.68714811,81.07046979
wellbore_chev_no_19_186,wellbore_chev_no_19,area_0,formation_237,bit_model_10,26,5580,5609.5,12.21737126,81.09122384
wellbore_chev_no_19_187,wellbore_chev_no_19,area_0,formation_237,bit_model_10,26,5610,5639.5,12.54371986,81.13323827
wellbore_chev_no_19_188,wellbore_chev_no_19,area_0,formation_237,bit_model_10,26,5640,5669.5,8.580027572,81.08723739
wellbore_chev_no_19_189,wellbore_chev_no_19,area_0,formation_237,bit_model_10,26,5670,5699,12.41922134,81.08990285
wellbore_chev_no_19_190,wellbore_chev_no_19,area_0,formation_237,bit_model_10,26,5700,5729.5,14.78934156,81.10786063
wellbore_chev_no_19_191,wellbore_chev_no_19,area_0,formation_237,bit_model_10,26,5730,5759.5,14.76206901,81.08480211
wellbore_chev_no_19_192,wellbore_chev_no_19,area_0,formation_237,bit_model_10,26,5760,5789.5,16.54614579,81.09983397
wellbore_chev_no_19_193,wellbore_chev_no_19,area_0,formation_237,bit_model_10,26,5790,5819.5,28.64436064,80.98089854
wellbore_chev_no_19_194,wellbore_chev_no_19,area_0,formation_237,bit_model_10,26,5820,5849.5,24.34901964,81.10710666
wellbore_chev_no_19_195,wellbore_chev_no_19,area_0,formation_237,bit_model_10,26,5850.5,5879,14.67015665,81.07935949
wellbore_chev_no_19_196,wellbore_chev_no_19,area_0,formation_237,bit_model_10,26,5880,5909.5,18.33118104,81.04565986
wellbore_chev_no_19_197,wellbore_chev_no_19,area_0,formation_237,bit_model_10,26,5910,5939.5,15.93926945,81.01362944
wellbore_chev_no_19_198,wellbore_chev_no_19,area_0,formation_237,bit_model_10,26,5940,5969.5,17.85525501,80.96055487
wellbore_chev_no_19_199,wellbore_chev_no_19,area_0,formation_237,bit_model_10,26,5970,5999.5,16.74291727,80.99854359
wellbore_chev_no_19_200,wellbore_chev_no_19,area_0,formation_237,bit_model_10,26,6000,6029.5,21.76529519,80.92857615
wellbore_chev_no_19_201,wellbore_chev_no_19,area_0,formation_237,bit_model_10,26,6030,6059.5,18.3668536,81.00792177
wellbore_chev_no_19_202,wellbore_chev_no_19,area_0,formation_237,bit_model_10,26,6060,6089.5,29.36319473,80.88788407
wellbore_chev_no_19_203,wellbore_chev_no_19,area_0,formation_237,bit_model_10,26,6090,6119.5,23.44349886,81.04056683
wellbore_chev_no_19_204,wellbore_chev_no_19,area_0,formation_237,bit_model_10,26,6120,6149.5,13.09875727,81.0100722
wellbore_chev_no_19_205,wellbore_chev_no_19,area_0,formation_237,bit_model_10,26,6150,6179.5,21.44395695,80.8940679
wellbore_chev_no_19_206,wellbore_chev_no_19,area_0,formation_237,bit_model_10,26,6180,6209.5,14.84889318,80.94649096
wellbore_chev_no_19_207,wellbore_chev_no_19,area_0,formation_237,bit_model_10,26,6210,6239.5,18.28748512,80.95878002
wellbore_chev_no_19_208,wellbore_chev_no_19,area_0,formation_237,bit_model_10,26,6240,6269.5,18.35183907,80.93089485
wellbore_chev_no_19_209,wellbore_chev_no_19,area_0,formation_237,bit_model_10,26,6270.5,6299.5,19.43608279,80.93113511
wellbore_chev_no_19_210,wellbore_chev_no_19,area_0,formation_237,bit_model_10,26,6300,6329.5,21.66862438,80.86971495
wellbore_chev_no_19_211,wellbore_chev_no_19,area_0,formation_237,bit_model_10,26,6330,6359.5,39.14771448,80.7377723
wellbore_chev_no_19_212,wellbore_chev_no_19,area_0,formation_237,bit_model_10,26,6360,6389.5,25.09865499,81.02701028
wellbore_chev_no_19_213,wellbore_chev_no_19,area_0,formation_237,bit_model_10,26,6390,6419.5,20.19141971,80.83772724
wellbore_chev_no_19_214,wellbore_chev_no_19,area_0,formation_237,bit_model_10,26,6420,6449.5,26.87927923,80.7901071
wellbore_chev_no_19_215,wellbore_chev_no_19,area_0,formation_237,bit_model_10,26,6450,6479.5,19.35387733,80.86431221
wellbore_chev_no_19_216,wellbore_chev_no_19,area_0,formation_237,bit_model_10,26,6480,6509.5,19.71504985,80.98032987
wellbore_chev_no_19_217,wellbore_chev_no_19,area_0,formation_237,bit_model_10,26,6510,6539.5,16.88559929,80.92998818
wellbore_chev_no_19_218,wellbore_chev_no_19,area_0,formation_237,bit_model_10,26,6540,6569,24.06270149,80.76010784
wellbore_chev_no_19_219,wellbore_chev_no_19,area_0,formation_237,bit_model_10,26,6570,6599.5,28.79743363,80.72123733
wellbore_chev_no_19_220,wellbore_chev_no_19,area_0,formation_237,bit_model_10,26,6600.5,6629.5,26.64103126,80.94493505
wellbore_chev_no_19_221,wellbore_chev_no_19,area_0,formation_237,bit_model_10,26,6630,6659.5,27.25821149,80.80035357
wellbore_chev_no_19_222,wellbore_chev_no_19,area_0,formation_237,bit_model_10,26,6660,6689,31.19980076,80.68433685
wellbore_chev_no_19_223,wellbore_chev_no_19,area_0,formation_237,bit_model_10,26,6690,6705,25.64562788,80.81915563
wellbore_chev_no_19_224,wellbore_chev_no_19,area_0,formation_237,bit_model_10,26,6740,6749.5,23.64459833,79.40698708
wellbore_chev_no_19_225,wellbore_chev_no_19,area_0,formation_237,bit_model_10,26,6750.5,6779,23.05062797,80.83132709
wellbore_chev_no_19_226,wellbore_chev_no_19,area_0,formation_237,bit_model_10,26,6780,6809.5,25.54007521,80.61168377
wellbore_chev_no_19_227,wellbore_chev_no_19,area_0,formation_237,bit_model_10,26,6810,6839.5,28.54849239,80.62245896
wellbore_chev_no_19_228,wellbore_chev_no_19,area_0,formation_237,bit_model_10,26,6840,6869.5,31.81206067,80.69421402
wellbore_chev_no_19_229,wellbore_chev_no_19,area_0,formation_237,bit_model_10,26,6870,6899.5,27.59650125,80.9856119
wellbore_chev_no_19_230,wellbore_chev_no_19,area_0,formation_237,bit_model_10,26,6900,6929.5,22.3644954,80.97157863
wellbore_chev_no_19_231,wellbore_chev_no_19,area_0,formation_237,bit_model_10,26,6930,6959.5,36.47520905,80.57920148
wellbore_chev_no_19_232,wellbore_chev_no_19,area_0,formation_237,bit_model_10,26,6960,6989.5,31.96383936,80.67635205
wellbore_chev_no_19_233,wellbore_chev_no_19,area_0,formation_237,bit_model_10,26,6990,7019,29.9547926,80.63724057
wellbore_chev_no_19_234,wellbore_chev_no_19,area_0,formation_237,bit_model_10,26,7020,7049.5,32.01341304,80.85091748
wellbore_chev_no_19_235,wellbore_chev_no_19,area_0,formation_237,bit_model_10,26,7050,7079,28.2719479,80.64594925
wellbore_chev_no_19_236,wellbore_chev_no_19,area_0,formation_237,bit_model_10,26,7080,7109.5,33.16970396,79.90667439
wellbore_chev_no_19_237,wellbore_chev_no_19,area_0,formation_237,bit_model_10,26,7110,7139.5,30.8209457,80.57878224
wellbore_chev_no_19_238,wellbore_chev_no_19,area_0,formation_237,bit_model_10,26,7140,7169.5,30.63116584,80.67321949
wellbore_chev_no_19_239,wellbore_chev_no_19,area_0,formation_237,bit_model_10,26,7170,7199.5,24.38217281,80.89014464
wellbore_chev_no_19_240,wellbore_chev_no_19,area_0,formation_237,bit_model_10,26,7200,7229.5,27.02767812,80.53447098
wellbore_chev_no_19_241,wellbore_chev_no_19,area_0,formation_237,bit_model_10,26,7230,7259.5,22.57269543,80.62598801
wellbore_chev_no_19_242,wellbore_chev_no_19,area_0,formation_237,bit_model_10,26,7260,7289.5,23.5539185,80.63550797
wellbore_chev_no_19_243,wellbore_chev_no_19,area_0,formation_237,bit_model_10,26,7290,7319,21.93795891,80.78967422
wellbore_chev_no_19_244,wellbore_chev_no_19,area_0,formation_237,bit_model_10,26,7320,7349.5,21.25852512,80.87966707
wellbore_chev_no_19_245,wellbore_chev_no_19,area_0,formation_237,bit_model_10,26,7350,7379.5,30.36468488,80.67123611
wellbore_chev_no_19_246,wellbore_chev_no_19,area_0,formation_237,bit_model_10,26,7380,7409.5,36.53583418,80.8038559
wellbore_chev_no_19_247,wellbore_chev_no_19,area_0,formation_237,bit_model_10,26,7410,7439.5,39.54026343,80.76713682
wellbore_chev_no_19_248,wellbore_chev_no_19,area_0,formation_237,bit_model_10,26,7440,7469.5,25.39597248,80.87739365
wellbore_chev_no_19_249,wellbore_chev_no_19,area_0,formation_237,bit_model_10,26,7470,7499.5,27.89822093,80.7826585
wellbore_chev_no_19_250,wellbore_chev_no_19,area_0,formation_237,bit_model_10,26,7500.5,7529.5,28.04099126,80.84896588
wellbore_chev_no_19_251,wellbore_chev_no_19,area_0,formation_237,bit_model_10,26,7530,7559.5,24.50417475,80.89240372
wellbore_chev_no_19_252,wellbore_chev_no_19,area_0,formation_237,bit_model_10,26,7560,7589.5,24.45347635,80.99510587
wellbore_chev_no_19_253,wellbore_chev_no_19,area_0,formation_237,bit_model_10,26,7590,7619.5,17.47832368,80.95983319
wellbore_chev_no_19_254,wellbore_chev_no_19,area_0,formation_237,bit_model_10,26,7620,7649.5,16.38182586,81.10543075
wellbore_chev_no_19_255,wellbore_chev_no_19,area_0,formation_237,bit_model_10,26,7650,7679.5,25.06273601,80.86923659
wellbore_chev_no_19_256,wellbore_chev_no_19,area_0,formation_237,bit_model_10,26,7680.5,7709.5,27.51910195,80.7896347
wellbore_chev_no_19_257,wellbore_chev_no_19,area_0,formation_237,bit_model_10,26,7710,7739.5,11.65099932,81.12165493
wellbore_chev_no_19_258,wellbore_chev_no_19,area_0,formation_237,bit_model_10,26,7740,7769.5,18.32481893,80.91353607
wellbore_chev_no_19_259,wellbore_chev_no_19,area_0,formation_237,bit_model_10,26,7770,7799.5,21.8738681,80.97106505
wellbore_chev_no_19_260,wellbore_chev_no_19,area_0,formation_237,bit_model_10,26,7800,7829.5,27.25033114,80.90099547
wellbore_chev_no_19_261,wellbore_chev_no_19,area_0,formation_237,bit_model_10,26,7830,7859.5,21.28662657,81.03197968
wellbore_chev_no_19_262,wellbore_chev_no_19,area_0,formation_237,bit_model_10,26,7860,7889.5,12.0655614,81.03787392
wellbore_chev_no_19_263,wellbore_chev_no_19,area_0,formation_237,bit_model_10,26,7890,7919.5,17.0999661,80.88211351
wellbore_chev_no_19_264,wellbore_chev_no_19,area_0,formation_237,bit_model_10,26,7920,7949,22.49147428,80.87739252
wellbore_chev_no_19_265,wellbore_chev_no_19,area_0,formation_237,bit_model_10,26,7950,7979.5,27.26754854,80.83340789
wellbore_chev_no_19_266,wellbore_chev_no_19,area_0,formation_237,bit_model_10,26,7980,8009.5,17.79740628,80.80402784
wellbore_chev_no_19_267,wellbore_chev_no_19,area_0,formation_237,bit_model_10,26,8010,8039.5,16.5004028,80.8065892
wellbore_chev_no_19_268,wellbore_chev_no_19,area_0,formation_237,bit_model_7,26,8040,8069.5,13.06559264,106.5251859
wellbore_chev_no_19_269,wellbore_chev_no_19,area_0,formation_237,bit_model_7,18.125,8070,8099.5,13.76632783,159.9374746
wellbore_chev_no_19_270,wellbore_chev_no_19,area_0,formation_237,bit_model_7,18.125,8100,8129.5,17.34372754,159.8757952
wellbore_chev_no_19_271,wellbore_chev_no_19,area_0,formation_237,bit_model_7,18.125,8130,8159.5,17.07805659,159.8926645
wellbore_chev_no_19_272,wellbore_chev_no_19,area_0,formation_237,bit_model_7,18.125,8160,8189.5,13.75375916,159.625765
wellbore_chev_no_19_273,wellbore_chev_no_19,area_0,formation_237,bit_model_7,18.125,8190,8219.5,14.55646671,159.6971616
wellbore_chev_no_19_274,wellbore_chev_no_19,area_0,formation_237,bit_model_7,18.125,8220,8249.5,14.88914356,159.7486028
wellbore_chev_no_19_275,wellbore_chev_no_19,area_0,formation_237,bit_model_7,18.125,8250,8279.5,16.76147834,159.8133568
wellbore_chev_no_19_276,wellbore_chev_no_19,area_0,formation_237,bit_model_7,18.125,8280,8309.5,10.60066825,159.7398749
wellbore_chev_no_19_277,wellbore_chev_no_19,area_0,formation_237,bit_model_7,18.125,8310,8339.5,10.90467159,159.6403501
wellbore_chev_no_19_278,wellbore_chev_no_19,area_0,formation_237,bit_model_7,18.125,8340,8369.5,13.5223625,159.6196231
wellbore_chev_no_19_279,wellbore_chev_no_19,area_0,formation_237,bit_model_7,18.125,8370,8399.5,16.77122002,159.640092
wellbore_chev_no_19_280,wellbore_chev_no_19,area_0,formation_237,bit_model_7,18.125,8400,8429.5,14.25128504,159.8194969
wellbore_chev_no_19_281,wellbore_chev_no_19,area_0,formation_237,bit_model_7,18.125,8430,8459.5,8.521075027,159.5734288
wellbore_chev_no_19_282,wellbore_chev_no_19,area_0,formation_237,bit_model_7,18.125,8460,8489.5,10.71629752,159.5604991
wellbore_chev_no_19_283,wellbore_chev_no_19,area_0,formation_237,bit_model_7,18.125,8490,8519.5,14.96578883,159.6050336
wellbore_chev_no_19_284,wellbore_chev_no_19,area_0,formation_237,bit_model_7,18.125,8520,8549.5,16.74101931,159.6457232
wellbore_chev_no_19_285,wellbore_chev_no_19,area_0,formation_237,bit_model_7,18.125,8550,8579.5,11.73742447,159.2802747
wellbore_chev_no_19_286,wellbore_chev_no_19,area_0,formation_237,bit_model_7,18.125,8580,8609.5,12.24960445,159.6948677
wellbore_chev_no_19_287,wellbore_chev_no_19,area_0,formation_237,bit_model_7,18.125,8610,8639.5,13.0143505,159.6951317
wellbore_chev_no_19_288,wellbore_chev_no_19,area_0,formation_237,bit_model_7,18.125,8640,8669.5,15.23222685,159.739388
wellbore_chev_no_19_289,wellbore_chev_no_19,area_0,formation_237,bit_model_7,18.125,8670,8699.5,12.88748428,159.8091001
wellbore_chev_no_19_290,wellbore_chev_no_19,area_0,formation_237,bit_model_7,18.125,8700,8729.5,7.416452761,159.8473336
wellbore_chev_no_19_291,wellbore_chev_no_19,area_0,formation_237,bit_model_7,18.125,8730,8759.5,11.91116335,159.7754682
wellbore_chev_no_19_292,wellbore_chev_no_19,area_0,formation_237,bit_model_7,18.125,8760,8789.5,13.2303181,159.8257832
wellbore_chev_no_19_293,wellbore_chev_no_19,area_0,formation_237,bit_model_7,18.125,8790,8819.5,14.93077602,159.8235842
wellbore_chev_no_19_294,wellbore_chev_no_19,area_0,formation_237,bit_model_7,18.125,8820,8849.5,8.090031058,159.7986342
wellbore_chev_no_19_295,wellbore_chev_no_19,area_0,formation_237,bit_model_7,18.125,8850,8879.5,9.381004175,159.7281281
wellbore_chev_no_19_296,wellbore_chev_no_19,area_0,formation_237,bit_model_7,18.125,8880,8909.5,11.30356595,159.6861598
wellbore_chev_no_19_297,wellbore_chev_no_19,area_0,formation_237,bit_model_7,18.125,8910,8939.5,13.34360566,159.8509705
wellbore_chev_no_19_298,wellbore_chev_no_19,area_0,formation_237,bit_model_7,18.125,8940,8968.5,11.87370676,159.8273282
wellbore_chev_no_19_299,wellbore_chev_no_19,area_0,formation_237,bit_model_7,18.125,8970,8999.5,9.147976389,159.7186792
wellbore_chev_no_19_300,wellbore_chev_no_19,area_0,formation_237,bit_model_7,18.125,9000,9029.5,11.75718119,159.7470693
wellbore_chev_no_19_301,wellbore_chev_no_19,area_0,formation_237,bit_model_7,18.125,9030,9059.5,14.0811004,159.7114916
wellbore_chev_no_19_302,wellbore_chev_no_19,area_0,formation_237,bit_model_7,18.125,9060,9089.5,15.11760888,159.8898733
wellbore_chev_no_19_303,wellbore_chev_no_19,area_0,formation_237,bit_model_7,18.125,9094,9119.5,6.461802845,159.7883136
wellbore_chev_no_19_304,wellbore_chev_no_19,area_0,formation_237,bit_model_7,18.125,9120,9149.5,8.690957785,159.6625761
wellbore_chev_no_19_305,wellbore_chev_no_19,area_0,formation_237,bit_model_7,18.125,9150,9179.5,11.10860569,159.6439303
wellbore_chev_no_19_306,wellbore_chev_no_19,area_0,formation_237,bit_model_7,18.125,9180,9209.5,13.46577989,133.3606467
wellbore_chev_no_19_307,wellbore_chev_no_19,area_0,formation_237,bit_model_7,18.125,9210,9239.5,11.43313118,120.3405192
wellbore_chev_no_19_308,wellbore_chev_no_19,area_0,formation_237,bit_model_7,18.125,9240,9269.5,9.91302056,129.3798402
wellbore_chev_no_19_309,wellbore_chev_no_19,area_0,formation_237,bit_model_7,18.125,9270,9299.5,11.97094866,159.5349745
wellbore_chev_no_19_310,wellbore_chev_no_19,area_0,formation_237,bit_model_7,18.125,9300,9329.5,14.86175974,159.5576859
wellbore_chev_no_19_311,wellbore_chev_no_19,area_0,formation_237,bit_model_7,18.125,9330,9359.5,11.10767673,156.5504302
wellbore_chev_no_19_312,wellbore_chev_no_19,area_0,formation_237,bit_model_7,18.125,9360,9389.5,10.43000151,120.0850253
wellbore_chev_no_19_313,wellbore_chev_no_19,area_0,formation_237,bit_model_7,18.125,9390,9419.5,12.57999206,119.9627001
wellbore_chev_no_19_314,wellbore_chev_no_19,area_0,formation_237,bit_model_7,18.125,9420,9449.5,15.24892732,119.9499036
wellbore_chev_no_19_315,wellbore_chev_no_19,area_0,formation_237,bit_model_7,18.125,9450,9479.5,18.53272638,120.152845
wellbore_chev_no_19_316,wellbore_chev_no_19,area_0,formation_237,bit_model_7,18.125,9480,9509.5,11.60697108,146.6083645
wellbore_chev_no_19_317,wellbore_chev_no_19,area_0,formation_237,bit_model_7,18.125,9510.5,9539.5,10.6550868,143.952548
wellbore_chev_no_19_318,wellbore_chev_no_19,area_0,formation_237,bit_model_7,18.125,9540,9569.5,14.02129524,120.1592453
wellbore_chev_no_19_319,wellbore_chev_no_19,area_0,formation_237,bit_model_7,18.125,9570,9599.5,16.35496531,120.2872035
wellbore_chev_no_19_320,wellbore_chev_no_19,area_0,formation_237,bit_model_7,18.125,9600,9629.5,16.75019347,120.3624428
wellbore_chev_no_19_321,wellbore_chev_no_19,area_0,formation_237,bit_model_7,18.125,9630,9659.5,10.35575757,120.2936254
wellbore_chev_no_19_322,wellbore_chev_no_19,area_0,formation_237,bit_model_7,18.125,9660,9689.5,12.47921762,120.3238257
wellbore_chev_no_19_323,wellbore_chev_no_19,area_0,formation_237,bit_model_7,18.125,9690,9719.5,16.82805028,122.5732198
wellbore_chev_no_19_324,wellbore_chev_no_19,area_0,formation_237,bit_model_7,18.125,9720,9749,20.40673131,159.5907003
wellbore_chev_no_19_325,wellbore_chev_no_19,area_0,formation_237,bit_model_7,18.125,9750,9779.5,13.2341092,159.6485839
wellbore_chev_no_19_326,wellbore_chev_no_19,area_0,formation_237,bit_model_7,18.125,9780.5,9809.5,16.16030546,159.5767209
wellbore_chev_no_19_327,wellbore_chev_no_19,area_0,formation_237,bit_model_7,18.125,9810,9839.5,19.35978784,128.1547099
wellbore_chev_no_19_328,wellbore_chev_no_19,area_0,formation_237,bit_model_7,18.125,9840,9869.5,20.99957972,159.6559613
wellbore_chev_no_19_329,wellbore_chev_no_19,area_0,formation_237,bit_model_7,18.125,9870,9899.5,17.68189415,159.6763783
wellbore_chev_no_19_330,wellbore_chev_no_19,area_0,formation_237,bit_model_7,18.125,9900,9929.5,13.3267256,159.5158117
wellbore_chev_no_19_331,wellbore_chev_no_19,area_0,formation_237,bit_model_7,18.125,9930,9959.5,17.2880681,147.2093195
wellbore_chev_no_19_332,wellbore_chev_no_19,area_0,formation_237,bit_model_7,18.125,9960,9989.5,17.84806093,120.2366468
wellbore_chev_no_19_333,wellbore_chev_no_19,area_0,formation_237,bit_model_7,18.125,9990,10019.5,20.58649474,120.1283165
wellbore_chev_no_19_334,wellbore_chev_no_19,area_0,formation_237,bit_model_7,18.125,10020,10049,14.59386017,120.0861777
wellbore_chev_no_19_335,wellbore_chev_no_19,area_0,formation_237,bit_model_7,18.125,10050,10079.5,17.36772703,120.1957903
wellbore_chev_no_19_336,wellbore_chev_no_19,area_0,formation_237,bit_model_7,18.125,10080,10109.5,19.95546654,120.0905473
wellbore_chev_no_19_337,wellbore_chev_no_19,area_0,formation_237,bit_model_7,18.125,10110,10139.5,22.75248404,136.9598828
wellbore_chev_no_19_338,wellbore_chev_no_19,area_0,formation_237,bit_model_7,18.125,10140,10169.5,15.72044765,159.5878207
wellbore_chev_no_19_339,wellbore_chev_no_19,area_0,formation_237,bit_model_7,18.125,10170.5,10199.5,11.72053693,159.5236646
wellbore_chev_no_19_340,wellbore_chev_no_19,area_0,formation_237,bit_model_7,18.125,10200,10229.5,14.20920462,157.3686035
